PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0.5,0.5,impressible,অনুভূতিপ্রবণ
0.125,0.5,crassitude,অনুভূতিশুন্যতা
0.0,0.25,callous,অনুভূতিহীন
0.0,0.0,horizontal,অনুভূমিক
0.0,0.0,horizontal_integration,অনুভূমিক ইন্টিগ্রেশন
0.0,0.0,horizontal_bar,অনুভূমিক বার
0.0,0.0,horizontally,অনুভূমিকভাবে
0.0,0.0,allow,অনুমতি
0.0,0.0,disallow,অনুমতি না করা
0.0,0.0,allow_for,অনুমতির জন্য
0.0,0.125,assume,অনুমান
0.0,0.0,deduce,অনুমান করা
0.0,0.125,guesswork,অনুমানপ্রসূত মত
0.0,0.0,anticipative,অনুমানভিত্তিক
0.375,0.25,conceivable,অনুমেয়
0.625,0.0,approval,অনুমোদন
0.0,0.0,approbate,অনুমোদন করা
0.25,0.0,approbatory,অনুমোদনাত্মক
0.25,0.0,approved,অনুমোদিত
0.0,0.0,accordance,অনুযায়ী
0.0,0.75,censure,অনুযোগ
0.0,0.875,blamable,অনুযোগ্য
0.125,0.625,affectionate,অনুরক্ত
0.5,0.25,doting,অনুরত
0.375,0.25,addiction,অনুরতি
0.25,0.0,fondness,অনুরাগ
0.5,0.125,fond,অনুরাগী
0.0,0.5,analogous,অনুরূপ
0.375,0.125,analogue,অনুরূপ উদাহরণ
0.0,0.0,conform,অনুরূপ করা
0.375,0.125,analogously,অনুরূপভাবে
0.0,0.75,entreaty,অনুরোধ
0.75,0.125,importune,অনুরোধ করা
0.0,0.875,barren,অনুর্বর
0.0,0.0,badlands,অনুর্বর জমি
0.125,0.5,barrenness,অনুর্বরতা
0.0,0.0,altitudinal,অনুলংব
0.0,0.0,carbon_copy,অনুলিপি
0.0,0.0,canon,অনুশাসন
0.0,0.0,compunction,অনুশোচনা
0.0,0.0,associationism,অনুষঙ্গবাদ
0.0,0.0,accompanied,অনুষঙ্গী
0.0,0.0,faculty_member,অনুষদ সদস্য
0.0,0.0,celebration,অনুষ্ঠান
0.0,0.0,enquiry,অনুসন্ধান
0.0,0.0,explorer,অনুসন্ধানকারী
0.0,0.0,heuristic,অনুসন্ধানমূলক
0.0,0.0,investigating,অনুসন্ধানী
0.0,0.0,detective_story,অনুসন্ধানী গল্প
0.0,0.0,inquisitiveness,অনুসন্ধিত্সা
0.0,0.0,follow_through,অনুসরণ
0.0,0.0,follow,অনুসরণ করা
0.0,0.0,follow-on,অনুসরণ-করা
0.0,0.0,conformity,অনুসার
0.0,0.0,consentaneous,অনুসারিণী
0.0,0.0,conforming,অনুসারী
0.0,0.0,according,অনুসারে
0.125,0.0,corollary,অনুসিদ্ধান্ত
0.0,0.0,celibate,অনূঢ়া
0.0,0.0,bog,অনূপ
0.625,0.25,beguiling,অনৃজু
0.0,0.0,a_lot,অনেক
0.0,0.0,higher_up,অনেক উপরে
0.0,0.0,big_money,অনেক টাকা
0.5,0.375,far_left,অনেক দুর
0.375,0.0,go_far,অনেক দূর যাও
0.0,0.0,far_and_away,অনেক দূরে
0.375,0.0,go_a_long_way,অনেক দূরে যাও
0.25,0.25,inescapably,অনেকটা সে-কারণেই
0.0,0.0,jailhouse,"অনেকটা, জেলখানাতে বসে"
0.25,0.0,discord,অনৈক্য
0.0,0.0,involuntary,অনৈচ্ছিক
0.0,0.625,immorally,অনৈতিক
0.0,0.75,bungling,অনৈপুণ্য
0.0,0.0,ductus_deferens,অন্ডকোষ
0.0,0.0,internally,অন্ত
0.0,0.0,intercellular,অন্ত: কোষীয়
0.0,0.0,inflow,অন্ত: প্রবাহ
0.0,0.0,inflowing,অন্ত: প্রবাহী
0.0,0.0,endocrine,অন্ত: স্র্রাবী
0.5,0.25,hardheartedness,অন্তঃকরণ কঠিন বলিয়া
0.0,0.0,inner_ear,অন্তঃকর্ণ
0.0,0.0,dendrite,অন্তঃস্নায়ুসূত্র
0.0,0.0,endocrinologist,অন্তঃস্রাবী
0.0,0.0,endocrine_system,অন্তঃস্রাবী সিস্টেম
0.0,0.0,at_least,অন্তত
0.0,0.0,antofagasta,অন্তফাগস্টা
0.0,0.0,interval,অন্তর
0.0,0.0,insulator,অন্তরক
0.0,0.0,insulating_tape,অন্তরক ফিতা
0.75,0.0,intimate,অন্তরঙ্গ
0.0,0.0,chum,অন্তরঙ্গ বন্ধু
0.5,0.0,intimacy,অন্তরঙ্গতা
0.0,0.0,insulation,অন্তরণ
0.0,0.0,innermost,অন্তরতম
0.0,0.125,disincentive,অন্তরায়
0.0,0.0,differential_calculus,অন্তরীকরণ ক্যালকুলাস
0.0,0.0,intern,অন্তরীণ করা
0.0,0.0,internalise,অন্তরীণ করে
0.0,0.25,cape,অন্তরীপ
0.0,0.25,at_heart,অন্তরে
0.0,0.0,belong,অন্তর্গত
0.0,0.0,indrawn,অন্তর্গৃহীত
0.0,0.0,endocrine_gland,অন্তর্গ্র্রন্থি
0.0,0.0,interoperable,অন্তর্চালিত
0.125,0.125,introspection,অন্তর্দর্শন
0.125,0.125,introspect,অন্তর্দর্শন করা
0.25,0.5,heartburning,অন্তর্দাহ
0.625,0.0,insightful,অন্তর্দৃষ্টিপূর্ণ
0.0,0.0,inland,অন্তর্দেশীয়
0.0,0.0,disappearance,অন্তর্ধান
0.0,0.0,inset,অন্তর্নিধান বস্তু
0.0,0.0,implicit,অন্তর্নিহিত
0.0,0.0,interim,অন্তর্বর্তী
0.0,0.25,ingrown,অন্তর্বর্ধিত
0.0,0.625,ingrown_hair,অন্তর্বর্ধিত চুল
0.0,0.625,ingrown_toenail,অন্তর্বর্ধিত পায়ের নখ
0.0,0.0,afferent,অন্তর্বাহ
0.375,0.25,endogamy,অন্তর্বিবাহ
0.0,0.0,contained,অন্তর্ভুক্ত
0.0,0.0,include,অন্তর্ভুক্ত করা
0.0,0.0,affiliation,অন্তর্ভুক্তি
0.0,0.5,incorporated,অন্তর্ভূক্ত
0.125,0.125,introspective,অন্তর্মুখ
0.0,0.25,introversion,অন্তর্মুখিতা
0.0,0.5,inbound,অন্তর্মুখী
0.0,0.0,adducent,অন্তর্মুখে সমকেন্দ্র্রের দিকে আকর্ষণ করে এমন
0.0,0.0,introvert,অন্তর্মূখী
0.25,0.0,indweller,অন্তর্যামী
0.0,0.0,inscribed,অন্তর্লিখিত
0.0,0.375,departed,অন্তর্হিত
0.5,0.0,evanesce,অন্তর্হিত হত্তয়া
0.0,0.0,dermis,অন্তস্ত্বক
0.125,0.0,interminable,অন্তহীন
0.0,0.125,interminably,অন্তহীনভাবে
0.0,0.0,adjacency,অন্তিক
0.0,0.0,denouement,অন্তীম দৃশ্য
0.0,0.75,baseborn,অন্ত্যজ
0.0,0.25,elegy,অন্ত্যেষ্টি গাথা
0.0,0.0,funeral,অন্ত্যেষ্টিক্রিয়া
0.0,0.0,funeral-residence,অন্ত্যেষ্টিক্রিয়া-বাসভবন
0.0,0.0,bowel,অন্ত্র
0.0,0.0,gastroenterologist,অন্ত্রবিদ
0.0,0.0,hernia,অন্ত্রবৃদ্ধি
0.125,0.0,cirrhosis,অন্ত্রের কঠিনীভবন
0.0,0.0,head_home,অন্দরমহল
0.0,0.0,blind,অন্ধ
0.0,0.0,chauvinism,অন্ধ দেশহিতৈষিতা
0.0,0.0,blind_trust,অন্ধ বিশ্বাস
0.0,0.0,braille,অন্ধ ব্যক্তির লিখনাদির প্রণালী
0.0,0.25,blind_person,অন্ধ ব্যাক্তি
0.125,0.125,dark,অন্ধকার
0.0,0.0,darken,অন্ধকার করা
0.0,0.0,dark-haired,অন্ধকার কেশিক
0.0,0.0,darkroom,অন্ধকার ঘর
0.0,0.0,dark-skinned,অন্ধকার চর্মযুক্ত
0.0,0.0,dark_ages,অন্ধকার বয়সের
0.0,0.25,dark_matter,অন্ধকার ব্যাপার
0.125,0.125,darkling,অন্ধকারময়
0.0,0.0,in_darkness,অন্ধকারে
0.0,0.0,belated,অন্ধকারের মুখে পতিত
0.0,0.0,dungeon,অন্ধকূপ
0.0,0.0,blindness,অন্ধত্ব
0.0,0.0,fundamentalism,অন্ধবিশ্বাস
0.0,0.0,fundamentalist,অন্ধবিশ্বাসী
0.0,0.375,blindly,অন্ধভাবে
0.0,0.0,andhra_pradesh,অন্ধ্র প্রদেশ
0.0,0.0,esophagus,অন্ননালী
0.25,0.0,annapurna,অন্নপূর্ণা
0.0,0.0,chyle,অন্নরস
0.0,0.0,concord,অন্বয়
0.0,0.0,familial,অন্বয়যুক্ত
0.5,0.0,endowed,অন্বিত
0.25,0.0,exploration,অন্বেষণ
0.0,0.0,explore,অন্বেষণ করা
0.0,0.0,investigator,অন্বেষী
0.0,0.0,another,অন্য
0.0,0.0,acronym,অন্য শব্দের আদ্যক্ষর দ্বারা গঠিত শব্দ
0.0,0.0,acculturate,অন্য সংস্কৃতির সঙ্গে খাপ খাইয়ে নেওয়া
0.0,0.0,elsewhere,অন্যত্র
0.25,0.25,alternatively,অন্যথায়
0.0,0.0,inattentiveness,অন্যমনস্কতা
0.125,0.0,absently,অন্যমনস্কভাবে
0.0,0.5,impropriety,অন্যায়
0.0,0.0,ill-gotten,অন্যায়লব্ধ
0.0,0.0,farm_out,অন্যের উপরে কর্মভার ন্যস্ত করা
0.0,0.0,intercalate,অন্যের মধ্যে নিবেশিত করা
0.0,0.0,intercommunication,অন্যোনা
0.25,0.375,dis,অপ
0.0,0.0,disservice,অপকার
0.0,0.0,debase,অপকৃষ্ট করা
0.0,0.0,debasement,অপকৃষ্টতা
0.0,0.0,coarse-grained,অপকৃষ্টবুনান
0.0,0.125,cut_corners,অপকৃষ্টভাবে কাজ করা
0.0,0.0,centrifugal,অপকেন্দ্র
0.0,0.0,centrifugal_force,অপকেন্দ্র বল
0.0,0.0,greenness,অপক্ব
0.5,0.25,justness,অপক্ষপাত
0.0,0.0,asepsis,অপচনশীলতা
0.0,0.625,indigestible,অপচনীয়
0.0,0.0,dissipation,অপচয়
0.375,0.0,dissipated,অপচিত
0.25,0.0,disfavor,অপছন্দ
0.0,0.375,indisposed,অপটু
0.0,0.0,dabbler,অপটু কর্মী
0.75,0.0,inaptness,অপটুতা
0.0,0.0,douche_bag,অপদার্থ
0.0,0.0,daemon,অপদেবতা
0.0,0.125,effaceable,অপনেয়
0.0,0.0,calumny,অপবাদ
0.125,0.0,criminative,অপবাদপূর্ণ
0.0,0.375,impure,অপবিত্র
0.0,0.0,desecrate,অপবিত্র করা
0.0,0.0,contamination,অপবিত্রতা
0.625,0.125,abuse,অপব্যবহার
0.375,0.125,abuser,অপব্যবহারকারী
0.0,0.0,extravagance,অপব্যয়
0.0,0.0,argot,অপভাষা
0.0,0.0,apogee,অপভূ
0.125,0.5,incorrectness,অপভ্র্রংশ
0.0,0.0,abasement,অপমান
0.0,0.0,affront,অপমান করা
0.25,0.0,blasphemously,অপমান করার
0.0,0.0,humiliating,অপমানকর
0.0,0.0,denigrating,অপমানকারী
0.0,0.875,dishonorable,অপমানজনক
0.25,0.0,dishonored,অপমানিত
0.0,0.25,injuriously,অপর
0.0,0.0,contrariwise,অপরপক্ষে
0.0,0.625,invincible,অপরাজেয়
0.0,0.625,invincibility,অপরাজেয়তার
0.0,0.375,crime,অপরাধ
0.0,0.25,decriminalisation,অপরাধ গণ্য না
0.0,0.0,crime_wave,অপরাধ তরঙ্গ
0.0,0.0,criminologist,অপরাধতত্ত্ববিদ
0.0,0.0,criminology,অপরাধতত্ব
0.5,0.25,guilt-ridden,অপরাধবোধ-পড়া
0.0,0.0,criminally,অপরাধভাবে
0.0,0.125,criminal_record,অপরাধমূলক রেকর্ড
0.0,0.0,criminality,অপরাধিত্ব
0.0,0.375,criminal,অপরাধী
0.0,0.0,alibi,অপরাধের অনুষ্ঠানকালে অন্যত্র থাকার অজুহাতে রেহাই পাইবার দাবি
0.0,0.0,crime_rate,অপরাধের হার
0.125,0.0,alchemist,অপরাসায়নবিদ্
0.0,0.0,alchemic,অপরাসায়নিক
0.5,0.0,incognizance,অপরিচিতি
0.0,0.0,dingy,অপরিচ্ছন্ন
0.0,0.25,dirtiness,অপরিচ্ছন্নতা
0.0,0.0,inchoate,অপরিণত
0.0,0.0,improvidence,অপরিণামদর্শিতা
0.0,0.5,improvident,অপরিণামদর্শী
0.0,0.0,callowness,অপরিপক্কতা
0.0,0.125,immaturely,অপরিপক্কভাবে
0.375,0.25,changeless,অপরিবর্তনীয়
0.0,0.0,fixity,অপরিবর্তনীয়তা
0.125,0.25,invariably,অপরিবর্তনীয়ভাবে
0.0,0.0,immense,অপরিমেয়
0.0,0.0,bedraggle,অপরিষ্কার করা
0.0,0.0,endlessly,অপরিসীম
0.0,0.0,essential,অপরিহার্য
0.0,0.0,essential_hypertension,অপরিহার্য উচ্চ রক্তচাপ
0.0,0.0,essential_oil,অপরিহার্য তেল
0.0,0.0,indispensableness,অপরিহার্যতা
0.0,0.0,cat's-paw,অপরের ক্রীড়নক
0.0,0.0,apetalous,অপর্ণ
0.0,0.125,inadequate,অপর্যাপ্ত
0.0,0.0,goggle,অপলক
0.0,0.0,goggle-eye,অপলক চোখের
0.5,0.0,ablaut,অপশ্রুতি
0.375,0.5,detractive,অপসরক
0.0,0.0,divergency,অপসরণ
0.0,0.0,diverge,অপসরণ করা
0.0,0.0,ablation,অপসারণ
0.0,0.0,drawbridge,অপসারণীয় সেতু
0.0,0.0,aphelion,অপসূর
0.25,0.0,detachable,অপসৃতপূর্ণ
0.0,0.625,destroyer,অপহন্তা
0.0,1.0,abduction,অপহরণ
0.0,0.0,abduct,অপহরণ করা
0.0,0.0,abducting,অপহারী
0.0,0.0,ablative,অপাদান
0.875,0.0,boundless,অপার
0.0,0.0,epenthesis,অপিনিহিতি
0.0,0.25,anurous,অপুচ্ছ
0.0,0.0,cryptogamous,অপুষ্প
0.0,0.375,irreplaceable,অপূরণীয়
0.0,0.375,irreparably,অপূরণীয়ভাবে
0.125,0.75,imperfect,অপূর্ণ
0.0,0.0,demerit,অপূর্ণতা
0.0,0.125,immature,অপূর্ণাঙ্গ
0.125,0.0,hold_on,অপেক্ষা কর
0.5,0.25,await,অপেক্ষা করা
0.0,0.0,comparatively,অপেক্ষাকৃত
0.0,0.0,hindmost,অপেক্ষাকৃত পরবর্তী
0.875,0.0,better_off,অপেক্ষাকৃত সঙ্গতিসম্পন্ন
0.0,0.0,dimmer,অপেক্ষারত গাড়ির ছোটো আলো
0.0,0.0,anticipated,অপেক্ষিত
0.0,0.0,amateur,অপেশাদার
0.0,0.0,amateurish,অপেশাদারী
0.0,0.25,crude_oil,অপোরিশোধিত তেল
0.0,0.0,anonymity,অপ্রকাশিতনামা
0.0,0.625,improper,অপ্রকৃত
0.0,0.0,improper_fraction,অপ্রকৃত ভগ্নাংশ
0.0,0.0,desuetude,অপ্রচলন
0.0,0.25,antiquated,অপ্রচলিত
0.0,0.0,deregulation,অপ্রতিবিধান
0.0,0.0,constrained,অপ্রতিভ
0.25,0.0,constrainedly,অপ্রতিভভাবে
0.0,0.375,asymmetrical,অপ্রতিসম
0.0,0.375,asymmetry,অপ্রতিসাম্য
0.0,0.0,insufficiently,অপ্রতুল
0.375,0.625,insufficiency,অপ্রতুলতা
0.0,0.0,disbelieving,অপ্রত্যয়ী
0.0,0.0,fluke,অপ্রত্যাশিত সাফল্য
0.0,0.0,impermeable,অপ্রবেশ্য
0.0,0.0,disproof,অপ্রমাণ
0.0,0.0,confute,অপ্রমাণ করা
0.125,0.0,inapplicable,অপ্রযোজ্য
0.125,0.0,inapplicability,অপ্রযোজ্যতা
0.125,0.625,displeasure,অপ্রসন্নতা
0.0,0.375,embarrassed,অপ্রস্তুত
