PosScore,NegScore,SynsetTermsSplitted,বঙ্গানুবাদ
0,0,deadly sin,অতিপাতক
0,0,subatomic,অতিপারমাণবিক
0,0,subatomic particle,অতিপারমাণবিক কণা
0,0.625,supersaturated,অতিপৃক্ত
0.125,0.375,overreaction,অতিপ্রতিক্রিয়া
0,0,perseverate,অতি-প্রলম্বিত করা
0.125,0.5,eerie,অতিপ্রাকৃত
0,0.125,occult arts,অতিপ্রাকৃত কলা
0,0,supernatural virtue,অতিপ্রাকৃত পুণ্য
0,0,supernaturalism,অতিপ্রাকৃত শক্তির অস্তিত্বের বিশ্বাস
0,0,supernatural being,অতিপ্রাকৃত সত্তার
0.125,0,lavishness,অতিপ্রাচুর্য
0,0.625,overcrop,অতিফলন করে জমির উর্বরতাশক্তি নষ্ট করে ফেলা
0.125,0,spent,অতিবাহিত
0,0.25,overage,অতিবৃদ্ধ
0,0.375,overgrowth,অতিবৃদ্ধি
0,0,ultraviolet light,অতিবেগুনি রশ্মি
0,0,ultraviolet radiation,অতিবেগুনি রশ্মির বিকিরণ
0,0,ultraviolet,অতিবেগুনী
0,0,ultraviolet illumination,অতিবেগুনী আলো
0,0,ultraviolet source,অতিবেগুনী উৎস
0,0,ultraviolet spectrum,অতিবেগুনী বর্ণালী
0,0,ultraviolet lamp,অতিবেগুনী বাতি
0,0,menorrhagia,অতিব্রজঃস্রাব
0,0,pietism,অতিভক্তি
0,0,hypotenuse,অতিভুজ
0,0,gluttony,অতিভোজন
0.375,0,gormandize,অতিভোজন করা
0.25,0.625,swinish,অতিভোজী
0.375,0.125,slump,অতিমন্দা
0,0.125,overwrought,অতিমাত্রায় উত্তেজিত
0.25,0.25,overanxious,অতিমাত্রায় উদ্বিগ্ন
0,0.625,overanxiety,অতিমাত্রায় উদ্বেগ
0,0.625,overheat,অতিমাত্রায় তপ্ত করা
0,0.25,overblown,অতিমাত্রায় ফুটিয়া যাত্তয়া
0,0,overstrung,অতিমাত্রায় সংবেদনশীল
0.5,0,overestimation,অতিমান
0,0,superman,অতিমানব
0.25,0,supernal,অতিমানবিক
0.125,0,decompound,অতিযৌগিক
0.25,0,overcharge,অতিরঁজন
0,0,aggrandize,অতিরঁজিত করা
0,0.5,outbid,অতিরঞ্জন
0,0,exterritorial,অতিরাষ্ট্রি
0.375,0,accessorial,অতিরিক্ত
0.5,0,overestimate,অতিরিক্ত অনুমান করা
0,0,extra innings,অতিরিক্ত ইনিংস
0,0.25,overexcited,অতিরিক্ত উত্তেজিত
0,0,cover charge,অতিরিক্ত চার্জ
0,0,overpopulation,অতিরিক্ত জনসংখ্যা
0.25,0,spare tire,অতিরিক্ত টায়রা
0,0,smarm,অতিরিক্ত তোষামোদ
0,0,overpay,অতিরিক্ত দেত্তয়া
0,0,overwork,অতিরিক্ত পরিশ্রম
0,0,sparerib,অতিরিক্ত পাঁজর
0,0,extra large,অতিরিক্ত বড়
0,0,reservist,অতিরিক্ত বাহিনীভুক্ত সৈনিক
0,0,extra point,অতিরিক্ত বিন্দু
0,0,overuse,অতিরিক্ত ব্যবহারের
0,0,overcrowd,অতিরিক্ত ভিড় করা
0,0,caruncle,অতিরিক্ত মাংসপিণ্ড
0,0.125,overrate,অতিরিক্ত মূল্য নিরূপণ করা
0,0,extra dividend,অতিরিক্ত লভ্যাংশ
0.25,0,prissy,অতিরিক্ত শালীনতার বা শোভনতার ভান করে এমন
0.25,0.375,overexploitation,অতিরিক্ত শোষণ
0,0,extra time,অতিরিক্ত সময়
0,0.625,overcritical,অতিরিক্ত সমালোচনামূলক
0,0,redound,অতিরিক্ত হত্তয়া
0.5,0,overact,অতিরিক্তভাবে অভিনয় করা
0,0,redundancy,অতিরেক
0,0,redundancy check,অতিরেক চেক
0.625,0.125,overmodest,অতিলাজুক
0.125,0,miserly,অতিলোভী
0,0.25,loathe,অতিশয় অপছন্দ করা
0.125,0.375,contumelious,অতিশয় উদ্ধত
0,0,smarmy,অতিশয় খোসামোদপূর্ণ
0,0.25,swelter,অতিশয় ঘামা
0.75,0,masterstroke,অতিশয় নিপুণ
0,0,primly,অতিশয় পরিচ্ছন্নরূপে
0.375,0.25,hanker,অতিশয় লালয়িত হত্তয়া
0.375,0.25,hyperbole,অতিশয়োক্তি
0,0,prudish,অতিশালীন
0.25,0,unsettle,অতিষ্ঠ করা
0.375,0.125,meticulous,অতিসতর্ক
0.5,0.25,gullible,অতিসরল
0,0.375,common or garden,অতিসাধারণ
0,0,diarrhea,অতিসার
0.375,0,ultrasonic,অতিস্বনক
0,0,bygone,অতীত
0,0,relive,অতীত অভিজ্ঞতা প্রত্যক্ষ
0,0,past tense,অতীত কাল
0,0,preterit,অতীতকাল
0,0,reassignment,অতীতকে ফিরিয়ে
0,0,retrospection,অতীত-দর্শন
0,0,anteriorly,অতীতে
0.125,0,go past,অতীতে যাও
0,0,extrasensory,অতীন্দ্রিয়
0,0,extrasensory perception,অতীন্দ্রিয় উপলব্ধি
0,0,exceedingly,অতীব
0.25,0,runny,অতীব তরল
0,0.25,walloping,অতীব প্রকাণ্ড
0,0,truculence,অতীব প্রচণ্ডতা
0.75,0,sumptuous,অতীব ব্যয়বহুল
0.25,0.5,inimitable,অতুলন
0,0.125,nonpareil,অতুলনীয়
0.125,0.75,nonesuch,অতুলনীয় ব্যক্তি
0.25,0.375,insatiable,অতৃপ্ত
0,0,overpressure,অত্যধিক চাপ
0,0.25,virulence,অত্যধিক তীব্রতা
0,0.375,overstock,অত্যধিক পরিমাণে পূর্ণ করা
0,0,superabundance,অত্যধিক প্রাচুর্য
0,0.5,overdress,অত্যধিক বেশভূষা করা
0,0,overload,অত্যধিক বোঝাই
0,0,overburden,অত্যধিক বোঝাই করা
0,0,tope,অত্যধিক মদ্যপান করা
0,0.5,hypersensitive,অত্যধিক সংবেদনশীল
0,0,dipsomania,অত্যধিক সুরাসক্তি
0,0,hilarious,অত্যধিক হাসিখুশি
0,0,ever so,অত্যন্ত
0.125,0.375,highly strung,অত্যন্ত অভিমানী
0.25,0.625,immoderation,অত্যন্ত আধিক্য
0,0,shockingly,অত্যন্ত আপত্তিকররূপে
0.375,0,highly-developed,অত্যন্ত উন্নত
0.5,0,oversexed,অত্যন্ত কামুক
0,0,wroth,অত্যন্ত ক্রুদ্ধ
0,0.75,virulent,অত্যন্ত ক্ষতিকর
0.25,0,ravenously,অত্যন্ত ক্ষুধার্ত
0.375,0,crucial,অত্যন্ত গুরুত্বপূর্ণ
0.25,0.125,well-worn,অত্যন্ত জীর্ণ
0,0,exigency,অত্যন্ত দু: খ
0,0,demosthenic,অত্যন্ত বাগ্মিতাপূর্ণ
0,0,hang by a hair,অত্যন্ত বিপজ্জনক অবস্থায় থাকা
0.375,0,highly-sexed,অত্যন্ত বিশেষ যৌন স্বভাব
0,0,overgrow,অত্যন্ত বৃদ্ধি পাত্তয়া
0.125,0,soppy,অত্যন্ত ভাবপ্রবণ
0,0.5,overnice,অত্যন্ত ভালো
0,0,priggish,অত্যন্ত যথার্থ্যপ্রিয়তা
0.125,0.375,highly sensitive,অত্যন্ত সংবেদনশীল
0,0,beauty spot,অত্যন্ত সুন্দর দৃশ্য
0.375,0.25,exquisitely,অত্যন্ত সুন্দরভাবে
0,0,hypercritical,অত্যন্ত সূক্ষ্ম সমালোচনাকর বা ছিদ্রান্বেষী
0.125,0.625,exiguous,অত্যল্প
0.5,0.5,outrage,অত্যাচার
0,0.625,brutalise,অত্যাচার করেছে
0,0,depressor,অত্যাচারকারী
0,0,depressor nerve,অত্যাচারকারী নার্ভ
0,0,depressor muscle,অত্যাচারকারী পেশী
0.125,0,extortionate,অত্যাচারী
0.125,0.25,tyrant bird,অত্যাচারী পাখি
0.25,0.375,ultramodern,অত্যাধুনিক
0.75,0.125,exigent,অত্যাবশ্যক
0,0,vital principle,অত্যাবশ্যক নীতি
0,0,vital sign,অত্যাবশ্যক সাইন
0.125,0,vitally,অত্যাবশ্যকরূপে
0,0,stunning,অত্যাশ্চর্য
0,0,exaggeration,অত্যুক্তি
0,0,overdraw,অত্যুক্তি করা
0,0,indignant,অত্যুগ্র
0,0,trinitrotoluene,অত্যুগ্র বিস্ফোরক পদার্থবিশেষ
0,0,alpine,অত্যুচ্চ
0,0,panjandrum,অত্যুচ্চ পদস্থ ব্যক্তিকে প্রদত্ত কৌতুককর আখ্যা
0,0,aerie,অত্যুচ্চ স্থানে নির্মিত শিকারি পাখির বাসা
0,0,resplendently,অত্যুজ্জ্বলভাবে
0,0,top-hole,অত্যুত্কৃষ্ট
0,0,toppingly,অত্যুত্কৃষ্টভাবে
0,0,overproduction,অত্যুত্পাদন
0,0,ebullient,অত্যুত্সাহী
0,0,or,অথবা
0,0,or so,অথবা তাই
0,0,leastways,অথবা নিতান্ত
0,0,athos,অথস
0,0,atheroma,অথেরোমা
0,0,atherosclerosis,অথেরোস্ক্লেরোসিস
0,0.125,dauber,অদক্ষ চিত্রকর
0,0,unskilled person,অদক্ষ ব্যক্তি
0.25,0.75,unsubmissive,অদমনীয়
0,0.125,indomitable,অদম্য
0,0,cast-iron plant,অদম্য উদ্ভিদ
0,0,adar,অদর
0.5,0,dispensable,অদরকারী
0,0,invisibility,অদর্শন
0,0,interchange,অদলবদল
0.125,0,interchangeably,অদলবদল করে
0.25,0,incombustible,অদহনীয়
0.25,0.375,aditi,অদিতি
0.125,0.25,hard times,অদিন
0.125,0.375,uninitiated,অদীক্ষিত
0.375,0,imprudence,অদূরদর্শিতা
0.25,0.375,indiscreet,অদূরদর্শী
0,0,yon,অদূরে
0.125,0.125,weak-kneed,অদৃঢ়সংকল্প
0,0,disappear,অদৃশ্য
0.125,0,disperse,অদৃশ্য করা
0.375,0.375,lurk,অদৃশ্য থাকা
0,0,invisible balance,অদৃশ্য ভারসাম্য
0,0,disa,অদৃশ্য হওয়া
0,0,evanescence,অদৃশ্যতা
0,0,kismet,অদৃষ্ট
0,0,monism,অদ্বৈতবাদ
0,0,monistic,অদ্বৈতবাদী
0,0,curious,অদ্ভুত
0,0,strange attractor,অদ্ভুত অ্যাট্রাক্টর
0,0.125,strange particle,অদ্ভুত কণা
0,0,strange quark,অদ্ভুত কোয়ার্ক
0,0.25,whimsey,অদ্ভুত বা কাল্পনিক ধারণা
0,0,curlicue,অদ্ভুত বাঁক
0,0,geezer,অদ্ভুত বুড়ো লোক
0.25,0,peculiar velocity,অদ্ভুত বেগ
0,0,weird sister,অদ্ভুত বোন
0,0.125,marvel,অদ্ভুত ব্যাপার
0.5,0,omnium-gatherum,অদ্ভুত মিশ্রণ-বস্তু
0,0,codger,অদ্ভুত লোক
0,0,antic,অদ্ভুতদর্শন
0,0,contraption,অদ্ভুতদর্শন কল
0.25,0,odd-pinnate,অদ্ভুতদর্শন পক্ষল
0,0,curiously,অদ্ভুতভাবে
0,0,eccentric,অদ্ভুতস্বভাব
0,0,eccentric person,অদ্ভুতস্বভাব ব্যক্তি
0,0,absurdly,অদ্ভূত
0,0,tonight,অদ্য রজনীতে
0.375,0,as yet,অদ্যাপি
0,0.625,extant,অদ্যাপি বর্তমান
0.375,0.25,insolubility,অদ্রবণীয়তা
0,0,amicability,অদ্রোহ
0,0,precipitance,অধ: ক্ষিপ্ত অবস্থা
0,0,degrade,অধ: পতন করা
0,0,degressive,অধ: পতনশীল
0,0,decadent,অধ: পতিত
0,0,decadency,অধ: পতিত অবস্থা
0,0.125,debased,অধঃপতিত
0,0,beggarly,অধম
0,0,borrower,অধমর্ণ
0,0,underlip,অধর
0,0.625,elusive,অধরা
0,0.625,intangible asset,অধরা সম্পদ
0.25,0,lipped,অধরোষ্ঠবিশিষ্ট
0.25,0.625,ungodliness,অধর্ম
